OBJECTID;Join_Count;TARGET_FID;CODIGO;NOMBRE;IDENTIFICA;SHAPE_Leng;fecha_hecho;año;mes;dia;hora;dia_semana;cantidad;latitud;longitud;sexo;edad;estado_civil;grupo_actor;actividad_delictiva;parentesco;ocupacion;discapacidad;grupo_especial;medio_transporte;nivel_academico;testigo;conducta;modalidad;caracterizacion;conducta_especial;arma_medio;articulo_penal;categoria_penal;nombre_barrio;codigo_barrio;codigo_comuna;lugar;sede_receptora;bien;categoria_bien;grupo_bien;modelo;color;permiso;unidad_medida;Shape_Length;Shape_Area
269;97;268;1613;Altavista;1613;4755.8532;24dec2007 03:59:59;2007;12;24;31dec1899 03:59:59;;1;6.221866;-75.612355;Hombre;24;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Altavista;1613;16;;;;;;;;;;4755.8532;403435.81
49;96;48;207;Villa del Socorro;207;2550.4182;06/06/2013 20:19;2013;6;6;31dec1899 20:19:59;;1;6.294204;-75.552162;Hombre;16;Soltero;;;;;;;Caminata;;;Homicidio;Arma de fuego;Grupos Delincuenciales Organizados;;;;;Villa del Socorro;207;2;Vi­a piºblica;;;;;;;;;2550.4182;229628.06
92;95;91;718;Cucaracho;718;5068.1342;12/06/2011 0:00;2011;6;12;31dec1899 00:00:00;;1;6.283341;-75.602189;Hombre;18;Soltero;;;;Desempleado;;;Caminata;Primaria;;Homicidio;Arma de fuego;Grupos Delincuenciales Organizados;;;;;Cucaracho;718;7;Vi­a piºblica;;;;;;;;;5068.1342;625660.16
32;94;31;513;Francisco Antonio Zea;513;2257.0108;21/10/2007 2:00;2007;10;21;31dec1899 02:00:00;;1;6.285159;-75.572017;Hombre;26;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Francisco Antonio Zea;513;5;;;;;;;;;;2257.0108;233064.85
97;94;96;401;Berlin;401;2339.5506;20/03/2005 0:00;2005;3;20;31dec1899 00:00:00;;1;6.283445;-75.552788;Hombre;35;;;;;;;;;;;Homicidio;Cortopunzante;En proceso de categorización;;;;;Berli­n;401;4;;;;;;;;;;2339.5506;300195.11
164;94;163;209;Moscú No.1;209;2237.2298;05/02/2012 18:59;2012;2;5;31dec1899 18:59:59;;1;6.291507;-75.554668;Hombre;28;Soltero;;;;Oficios varios;;;Caminata;Primaria;;Homicidio;Arma de fuego;Convivencia;;;;;Mosciº No.1;209;2;Vi­a piºblica;;;;;;;;;2237.2298;190820.95
229;93;228;403;Palermo;403;2724.2973;04/09/2008 3:00;2008;9;4;31dec1899 03:00:00;;1;6.288143;-75.564318;Hombre;27;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Palermo;403;4;;;;;;;;;;2724.2973;219528.02
43;92;42;308;Manrique Oriental;308;3004.0962;01jan2005 20:00:00;2005;1;1;31dec1899 20:00:00;;1;6.26688;-75.54906;Hombre;25;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Manrique Oriental;308;3;;;;;;;;;;3004.0962;373291.56
6;90;5;808;Enciso;808;3355.663;08aug2004 03:59:59;2004;8;8;31dec1899 03:59:59;;1;6.249763;-75.55125;Mujer;31;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Enciso;808;8;;;;;;;;;;3355.663;335273.35
206;87;205;601;Santander;601;3281.9252;29apr2005 09:59:59;2005;4;29;31dec1899 09:59:59;;1;6.310686;-75.571994;Hombre;29;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Santander;601;6;;;;;;;;;;3281.9252;414068.61
221;86;220;311;La Cruz;311;4190.28;01/09/2015 6:20;2015;9;1;31dec1899 06:20:00;;1;6.269207;-75.541838;Hombre;37;Unión marital de hecho;;;;Oficial construcción;;;Caminata;Primaria;;Homicidio;Arma de fuego;Convivencia;;;;;La Cruz;311;3;Vi­a piºblica;;;;;;;;;4190.28;600546.21
241;85;240;709;Córdoba;709;2699.8891;15/05/2013 23:39;2013;5;15;31dec1899 23:39:59;;1;6.282809;-75.577609;Hombre;46;;;;;;;;Caminata;;;Homicidio;Arma de fuego;Homicidios asociados a hurtos;;;;;Córdoba;709;7;Vi­a piºblica;;;;;;;;;2699.8891;234870.39
264;85;263;303;Campo Valdés No.2;303;2838.993;28/09/2008 0:59;2008;9;28;31dec1899 00:59:59;;1;6.271405;-75.550781;Hombre;23;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Campo Valdés No.2;303;3;;;;;;;;;;2838.993;388808.92
128;82;127;1101;Carlos E. Restrepo;1101;3377.9586;31jan2009 14:00:00;2009;1;31;31dec1899 14:00:00;;1;6.258196;-75.583282;Hombre;52;;;;;;;;Automóvil;;;Homicidio;Arma de fuego;Homicidios asociados a hurtos;;;;;Carlos E. Restrepo;1101;11;Vi­a piºblica;;;;;;;;;3377.9586;449895.18
178;82;177;1103;Naranjal;1103;2931.9779;22/02/2006 3:00;2006;2;22;31dec1899 03:00:00;;1;6.248369;-75.580415;Hombre;30;;;;;;;;;;;Homicidio;Cortopunzante;En proceso de categorización;;;;;Naranjal;1103;11;;;;;;;;;;2931.9779;446352.1
215;82;214;408;San Pedro;408;2238.9706;13/07/2004 18:00;2004;7;13;31dec1899 18:00:00;;1;6.26361;-75.560434;Hombre;23;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;San Pedro;408;4;;;;;;;;;;2238.9706;245843.09
14;81;13;711;El Diamante;711;2711.4274;02/03/2011 12:59;2011;3;2;31dec1899 12:59:59;;1;6.282265;-75.585454;Hombre;27;Soltero;;;;Oficios varios;;;Caminata;Primaria;;Homicidio;Arma de fuego;Grupos Delincuenciales Organizados;;;;;El Diamante;711;7;Vi­a piºblica;;;;;;;;;2711.4274;375485.78
81;79;80;413;Aranjuez;413;2557.0835;16/03/2005 21:00;2005;3;16;31dec1899 21:00:00;;1;6.279154;-75.562267;Hombre;30;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Aranjuez;413;4;;;;;;;;;;2557.0835;361138.51
38;78;37;913;Loreto;913;3816.1753;28/11/2007 23:00;2007;11;28;31dec1899 23:00:00;;1;6.231837;-75.554513;Hombre;26;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Loreto;913;9;;;;;;;;;;3816.1753;666996.62
155;77;154;1509;Cristo Rey;1509;4174.3949;13/05/2012 5:00;2012;5;13;31dec1899 05:00:00;;1;6.208998;-75.586131;Hombre;20;Soltero;;;;Estudiante;;;Caminata;Primaria;;Homicidio;Arma de fuego;Homicidios asociados a hurtos;;;;;Cristo Rey;1509;15;Vi­a piºblica;;;;;;;;;4174.3949;759522
166;76;165;807;Los Mangos;807;3385.0846;28aug2003 21:00:00;2003;8;28;31dec1899 21:00:00;;1;6.252316;-75.547487;Hombre;36;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Los Mangos;807;8;;;;;;;;;;3385.0846;467256.77
20;75;19;810;El Pinal;810;3271.5746;14aug2007 06:00:00;2007;8;14;31dec1899 06:00:00;;1;6.244942;-75.546493;Hombre;35;;;;;;;;;;;Homicidio;Cortopunzante;En proceso de categorización;;;;;El Pinal;810;8;;;;;;;;;;3271.5746;413416.8
255;75;254;1309;San Javier No.1;1309;2338.2004;09/02/2013 23:38;2013;2;9;31dec1899 23:38:00;;1;6.256925;-75.614219;Hombre;23;Soltero;;;;Comerciante;;;Caminata;Bachillerato;;Homicidio;Arma de fuego;Homicidios asociados a hurtos;;;;;San Javier No.1;1309;13;Bar o cantina;;;;;;;;;2338.2004;227533.18
51;73;50;602;Doce de Octubre No.1;602;3074.3098;13/07/2015 19:30;2015;7;13;31dec1899 19:30:00;;1;6.30791;-75.578697;Hombre;31;;;;;;;;Caminata;;;Homicidio;Arma de fuego;Grupos Delincuenciales Organizados;;;;;Doce de Octubre No.1;602;6;Almacén tienda y otro;;;;;;;;;3074.3098;436282.51
150;73;149;1012;Perpetuo Socorro;1012;3711.6397;09/09/2016 1:15;2016;9;9;31dec1899 01:15:00;;1;6.23254;-75.574975;Hombre;36;Casado;;;;Conductor;;;Caminata;;;Homicidio;Cortopunzante;Convivencia;;;;;Perpetuo Socorro;1012;10;Bar o cantina;;;;;;;;;3711.6397;640206.11
260;73;259;1319;El Socorro;1319;2794.8045;17aug2009 17:00:00;2009;8;17;31dec1899 17:00:00;;1;6.260032;-75.617344;Hombre;29;;;;;;;;Motocicleta;;;Homicidio;Arma de fuego;Grupos Delincuenciales Organizados;;;;;El Socorro;1319;13;Vi­a piºblica;;;;;;;;;2794.8045;182432.44
146;72;145;105;Moscú No.2;105;2420.4529;12/07/2008 21:00;2008;7;12;31dec1899 21:00:00;;1;6.288297;-75.54656;Hombre;38;;;;;;;;;;;Homicidio;Cortopunzante;En proceso de categorización;;;;;Mosciº No.2;105;1;;;;;;;;;;2420.4529;282168.26
74;71;73;1304;Los Alcázares;1304;2938.8539;10/06/2010 21:00;2010;6;10;31dec1899 21:00:00;;1;6.26083;-75.607261;Hombre;31;Unión marital de hecho;;;;;;;;Bachillerato;;Homicidio;Arma de fuego;Homicidios asociados a hurtos;;;;;Los Alci¡zares;1304;13;Almacén tienda y otro;;;;;;;;;2938.8539;272545.86
100;69;99;1603;Belén;1603;4322.9167;07/11/2018 14:45;2018;11;7;31dec1899 14:45:00;;1;6.2327662;-75.596443;Hombre;41;;;;;;;;;;;Homicidio;Contundente;En proceso de categorización;;;;;Belén;1603;16;Vi­a piºblica;;;;;;;;;4322.9167;534932.71
110;69;109;504;Tejelo;504;3434.8019;13aug2010 21:59:59;2010;8;13;31dec1899 21:59:59;;1;6.3052;-75.570658;Hombre;19;Unión marital de hecho;;;;;;;Caminata;Bachillerato;;Homicidio;Arma de fuego;Grupos Delincuenciales Organizados;;;;;Tejelo;504;5;Vi­a piºblica;;;;;;;;;3434.8019;423037.31
26;68;25;1008;Corazón de Jesús;1008;2394.2053;08/05/2013 2:39;2013;5;8;31dec1899 02:39:59;;1;6.252738;-75.577276;Hombre;29;;;;;;;;Caminata;;;Homicidio;Cortopunzante;Homicidios asociados a hurtos;;;;;Corazón de Jesiºs;1008;10;Vi­a piºblica;;;;;;;;;2394.2053;330239.7
62;68;61;210;Santa Cruz;210;2134.296;27/06/2004 5:00;2004;6;27;31dec1899 05:00:00;;1;6.292754;-75.560547;Hombre;7;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Santa Cruz;210;2;;;;;;;;;;2134.296;237218.39
159;68;158;1301;El Pesebre;1301;3519.7712;02aug2017 19:16:00;2017;8;2;31dec1899 19:16:00;;1;6.271163;-75.59491;Hombre;39;Soltero;;;;Oficios varios;;Consumidor de estupefacientes;Caminata;Bachillerato;;Homicidio;Arma de fuego;Grupos Delincuenciales Organizados;;;;;El Pesebre;1301;13;Vi­a piºblica;;;;;;;;;3519.7712;221779.33
129;67;128;717;Robledo;717;4188.4882;28/10/2016 19:09;2016;10;28;31dec1899 19:09:59;;1;6.2784467;-75.599266;Hombre;34;Unión marital de hecho;;;;Administrador;;;Caminata;Bachillerato;;Homicidio;Arma de fuego;Convivencia;;;;;Robledo;717;7;Almacén tienda y otro;;;;;;;;;4188.4882;446970.27
156;67;155;1105;Los Conquistadores;1105;3824.5405;09aug2003 06:59:59;2003;8;9;31dec1899 06:59:59;;1;6.247858;-75.580617;Hombre;30;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Los Conquistadores;1105;11;;;;;;;;;;3824.5405;683261.01
205;67;204;819;Villa Lilliam;819;2872.4723;14apr2010 12:59:59;2010;4;14;31dec1899 12:59:59;;1;6.235316;-75.533521;Hombre;33;Soltero;;;;;;;Caminata;Alfabeta;;Homicidio;Arma de fuego;Grupos Delincuenciales Organizados;;;;;Villa Lilliam;819;8;Vi­a piºblica;;;;;;;;;2872.4723;155173.85
80;66;79;517;Caribe;517;3499.2791;11/07/2004 12:00;2004;7;11;31dec1899 12:00:00;;1;6.265342;-75.572188;Hombre;30;;;;;;;;;;;Homicidio;Cortopunzante;En proceso de categorización;;;;;Caribe;517;5;;;;;;;;;;3499.2791;601382.36
145;66;144;608;Picacho;608;3816.8847;26/05/2004 23:00;2004;5;26;31dec1899 23:00:00;;1;6.295056;-75.587985;Hombre;21;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Picacho;608;6;;;;;;;;;;3816.8847;416246.96
173;66;172;305;El Raizal;305;2917.424;08/07/2013 12:40;2013;7;8;31dec1899 12:40:59;;1;6.270054;-75.546494;Hombre;22;Soltero;;;;Desempleado;;;Caminata;Primaria;;Homicidio;Arma de fuego;Homicidios asociados a hurtos;;;;;El Raizal;305;3;Vi­a piºblica;;;;;;;;;2917.424;297960.74
213;66;212;720;Santa Margarita;720;4179.2875;26dec2003 21:00:00;2003;12;26;31dec1899 21:00:00;;1;6.276963;-75.608477;Hombre;27;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Santa Margarita;720;7;;;;;;;;;;4179.2875;508746.11
107;65;106;1313;El Corazón;1313;3266.438;05aug2009 12:00:00;2009;8;5;31dec1899 12:00:00;;1;6.246881;-75.62631;Hombre;23;Soltero;;;;;;;Caminata;Primaria;;Homicidio;Arma de fuego;Grupos Delincuenciales Organizados;;;;;El Corazón;1313;13;Vi­a piºblica;;;;;;;;;3266.438;203072.39
210;65;209;803;San Miguel;803;2940.176;02aug2009 21:59:59;2009;8;2;31dec1899 21:59:59;;1;6.256851;-75.555764;Hombre;33;Soltero;;;;;;;Automóvil;Bachillerato;;Homicidio;Arma de fuego;Grupos Delincuenciales Organizados;;;;;San Miguel;803;8;Vi­a piºblica;;;;;;;;;2940.176;371565.74
68;64;67;211;La Rosa;211;2328.0135;17/03/2013 7:12;2013;3;17;31dec1899 07:12:00;;1;6.291333;-75.560133;Hombre;24;;;;;;;;Taxi;;;Homicidio;Asfixia meci¡nica;En proceso de categorización;;;;;La Rosa;211;2;Vi­a piºblica;;;;;;;;;2328.0135;166181.42
144;62;143;905;Alejandro Echavarría;905;3884.1655;20/05/2011 14:00;2011;5;20;31dec1899 14:00:00;;1;6.235449;-75.541788;Hombre;21;Soltero;;;;Desempleado;;;Caminata;Primaria;;Homicidio;Arma de fuego;Grupos Delincuenciales Organizados;;;;;Alejandro Echavarri­a;905;9;Vi­a piºblica;;;;;;;;;3884.1655;365417.88
253;61;252;710;Lopez de  Mesa;710;2326.8786;08dec2006 00:59:59;2006;12;8;31dec1899 00:59:59;;1;6.284463;-75.579753;Hombre;30;;;;;;;;;;;Homicidio;Cortopunzante;En proceso de categorización;;;;;López de  Mesa;710;7;;;;;;;;;;2326.8786;199916.52
190;60;189;1616;Las Violetas;1616;5681.7066;19/05/2008 3:00;2008;5;19;31dec1899 03:00:00;;1;6.234667;-75.612764;Hombre;25;;;;;;;;;;;Homicidio;Cortopunzante;En proceso de categorización;;;;;Las Violetas;1616;16;;;;;;;;;;5681.7066;598538.77
11;59;10;309;Versalles No.1;309;2828.1571;25/09/2008 21:00;2008;9;25;31dec1899 21:00:00;;1;6.261876;-75.543615;Mujer;19;;;;;;;;;;;Homicidio;Arma de fuego;En proceso de categorización;;;;;Versalles No.1;309;3;;;;;;;;;;2828.1571;369634.34
108;59;107;1011;Calle Nueva;1011;2297.5803;14dec2009 18:00:00;2009;12;14;31dec1899 18:00:00;;1;6.241158;-75.573765;Hombre;28;;;;;;;;Caminata;;;Homicidio;Arma de fuego;Grupos Delincuenciales Organizados;;;;;Calle Nueva;1011;10;Vi­a piºblica;;;;;;;;;2297.5803;229172.18
